EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM306,36,36-45,0,0,1105,1,24,4,1,1,419,2,0,47,3,2,2,2,1,5674,5k-10k,6927,7,Y,0,15,3,3,80,1,11,3,3,9,8,0,8.0
RM359,36,36-45,0,0,845,2,1,5,3,1,479,4,0,45,3,2,7,4,2,6653,5k-10k,15276,4,Y,0,15,3,2,80,0,7,6,3,1,0,0,
RM360,36,36-45,0,2,541,2,3,4,3,1,481,1,1,48,2,3,7,4,1,9699,5k-10k,7246,4,Y,0,11,3,1,80,1,16,2,3,13,9,1,
RM378,36,36-45,0,3,329,1,2,3,1,1,501,4,0,96,3,1,6,3,1,2543,Upto 5k,11868,4,Y,0,13,3,2,80,1,6,3,3,2,2,2,2.0
RM385,36,36-45,0,3,164,2,2,2,3,1,513,2,1,61,2,3,7,3,1,7596,5k-10k,3809,1,Y,0,13,3,2,80,2,10,2,3,10,9,9,0.0
RM443,36,36-45,0,0,635,2,10,4,3,1,592,2,1,32,3,3,7,4,2,9980,5k-10k,15318,1,Y,0,14,3,4,80,0,10,3,2,10,3,9,7.0
RM512,36,36-45,0,3,913,1,9,2,3,1,699,2,1,48,2,2,4,2,0,8847,5k-10k,13934,2,Y,1,11,3,3,80,1,13,2,3,3,2,0,2.0
RM542,36,36-45,0,0,427,1,8,3,1,1,742,1,0,63,4,3,5,1,1,11713,10k-15k,20335,9,Y,0,14,3,1,80,1,10,2,3,8,7,0,5.0
RM570,36,36-45,0,0,1434,2,8,4,1,1,789,1,1,76,2,3,7,1,2,7587,5k-10k,14229,1,Y,0,15,3,2,80,0,10,1,3,10,7,0,9.0
RM594,36,36-45,0,3,676,1,1,3,4,1,823,3,0,35,3,2,4,2,1,5228,5k-10k,23361,0,Y,0,15,3,1,80,1,10,2,3,9,7,0,5.0
RM600,36,36-45,0,3,1041,0,13,3,0,1,829,3,1,36,3,1,1,2,1,2143,Upto 5k,25527,4,Y,0,13,3,2,80,1,8,2,3,5,2,0,4.0
RM622,36,36-45,0,3,928,2,1,2,1,1,857,2,1,56,3,2,7,4,1,6201,5k-10k,2823,1,Y,1,14,3,4,80,1,18,1,2,18,14,4,11.0
RM634,36,36-45,0,3,1278,0,8,3,1,1,878,1,1,77,2,1,1,1,1,2342,Upto 5k,8635,0,Y,0,21,4,3,80,0,6,3,3,5,4,0,3.0
RM665,36,36-45,0,3,1425,1,14,1,1,1,924,3,1,68,3,2,0,4,1,6586,5k-10k,4821,0,Y,1,17,3,1,80,1,17,2,2,16,8,4,11.0
RM681,36,36-45,0,3,188,1,7,4,4,1,949,2,1,65,3,1,6,4,2,4678,Upto 5k,23293,2,Y,0,18,3,3,80,0,8,6,3,6,2,0,1.0
RM688,36,36-45,0,3,938,1,2,4,3,1,958,3,1,79,3,1,2,3,2,2519,Upto 5k,12287,4,Y,0,21,4,3,80,0,16,6,3,11,8,3,9.0
RM694,36,36-45,1,3,530,2,3,1,1,1,967,3,1,51,2,3,7,4,1,10325,10k-15k,5518,1,Y,1,11,3,1,80,1,16,6,3,16,7,3,7.0
RM709,36,36-45,0,0,1229,2,8,4,5,1,990,1,1,84,3,2,7,4,0,5079,5k-10k,25952,4,Y,0,13,3,4,80,2,12,3,3,7,7,0,7.0
RM753,36,36-45,1,3,885,1,16,4,1,1,1042,3,0,43,4,1,2,1,2,2743,Upto 5k,8269,1,Y,0,16,3,3,80,0,18,1,3,17,13,15,14.0
RM762,36,36-45,1,3,660,1,15,3,4,1,1052,1,1,81,3,2,2,3,0,4834,Upto 5k,7858,7,Y,0,14,3,2,80,1,9,3,2,1,0,0,0.0
RM774,36,36-45,0,3,796,1,12,5,3,1,1073,4,0,51,2,3,4,4,2,8858,5k-10k,15669,0,Y,0,11,3,2,80,0,15,2,2,14,8,7,8.0
RM818,36,36-45,0,0,217,1,18,4,1,1,1133,1,1,78,3,2,4,4,2,7779,5k-10k,23238,2,Y,0,20,4,1,80,0,18,0,3,11,9,0,9.0
RM874,36,36-45,0,3,917,1,6,4,1,1,1221,3,1,60,1,1,2,3,0,2741,Upto 5k,6865,1,Y,0,14,3,3,80,1,7,4,3,7,7,1,7.0
RM883,36,36-45,0,3,363,1,1,3,5,1,1237,3,0,77,1,3,4,1,0,10252,10k-15k,4235,2,Y,1,21,4,3,80,1,17,2,3,7,7,7,7.0
RM901,36,36-45,0,2,469,1,3,3,5,1,1257,3,1,46,3,1,6,2,1,3692,Upto 5k,9256,1,Y,0,12,3,3,80,0,12,2,2,11,10,0,7.0
RM928,36,36-45,0,3,429,1,2,4,1,1,1294,3,0,53,3,2,4,2,2,5410,5k-10k,2323,9,Y,1,11,3,4,80,0,18,2,3,16,14,5,12.0
RM943,36,36-45,0,3,325,1,10,4,5,1,1312,4,0,63,3,3,0,3,1,7094,5k-10k,5747,3,Y,0,12,3,1,80,0,10,0,3,7,7,1,7.0
RM969,36,36-45,0,2,607,2,7,3,2,1,1362,1,0,83,4,2,7,1,1,4639,Upto 5k,2261,2,Y,0,16,3,4,80,1,17,2,2,15,7,6,13.0
RM1012,36,36-45,0,3,1174,2,3,4,2,1,1425,1,0,99,3,2,7,2,2,9278,5k-10k,20763,3,Y,1,16,3,4,80,0,15,3,3,5,4,0,1.0
RM1019,36,36-45,0,3,172,1,4,4,1,1,1435,1,1,37,2,2,2,4,2,5810,5k-10k,22604,1,Y,0,16,3,3,80,0,10,2,2,10,4,1,8.0
RM1020,36,36-45,0,3,329,2,16,4,2,1,1436,3,0,98,2,2,7,1,1,5647,5k-10k,13494,4,Y,0,13,3,1,80,2,11,3,2,3,2,0,2.0
RM1103,36,36-45,0,3,1157,2,2,4,1,1,1556,3,1,70,3,1,8,4,2,2644,Upto 5k,17001,3,Y,1,21,4,4,80,0,7,3,2,3,2,1,2.0
RM1122,36,36-45,0,3,884,2,1,4,1,1,1585,2,0,73,3,2,7,3,2,6815,5k-10k,21447,6,Y,0,13,3,1,80,0,15,5,3,1,0,0,0.0
RM1129,36,36-45,0,2,1302,1,6,4,1,1,1594,1,1,80,4,2,2,1,1,5562,5k-10k,19711,3,Y,1,13,3,4,80,1,9,3,3,3,2,0,2.0
RM1146,36,36-45,0,3,559,1,12,4,1,1,1614,3,0,76,3,2,4,3,1,4663,Upto 5k,12421,9,Y,1,12,3,2,80,2,7,2,3,3,2,1,1.0
RM1174,36,36-45,0,3,711,1,5,4,1,1,1651,2,0,42,3,3,0,1,1,8008,5k-10k,22792,4,Y,0,12,3,3,80,2,9,6,3,3,2,0,2.0
RM1181,36,36-45,0,3,311,1,7,3,1,1,1659,1,1,77,3,1,2,2,2,2013,Upto 5k,10950,2,Y,0,11,3,3,80,0,15,4,3,4,3,1,3.0
RM1183,36,36-45,0,0,894,1,1,4,3,1,1662,4,0,33,2,2,4,3,1,4374,Upto 5k,15411,0,Y,0,15,3,3,80,0,4,6,3,3,2,1,2.0
RM1184,36,36-45,0,3,1040,1,3,2,1,1,1664,4,1,79,4,2,0,1,0,6842,5k-10k,26308,6,Y,0,20,4,1,80,1,13,3,3,5,4,0,4.0
RM1200,36,36-45,0,3,1351,1,26,4,1,1,1682,1,1,80,3,2,0,3,1,5347,5k-10k,7419,6,Y,0,14,3,2,80,2,10,2,2,3,2,0,2.0
RM1221,36,36-45,0,3,530,2,2,4,1,1,1710,3,0,51,3,2,8,4,2,4502,Upto 5k,7439,3,Y,0,15,3,3,80,0,17,2,2,13,7,6,7.0
RM1237,36,36-45,1,3,1456,2,13,5,2,1,1733,2,1,96,2,2,7,1,0,6134,5k-10k,8658,5,Y,1,13,3,2,80,3,16,3,3,2,2,2,2.0
RM1279,36,36-45,0,3,1383,1,10,3,1,1,1790,4,1,90,3,3,0,1,1,8321,5k-10k,25949,7,Y,1,13,3,4,80,1,15,1,3,12,8,5,7.0
RM1316,36,36-45,0,3,430,1,2,4,4,1,1847,4,0,73,3,2,6,2,1,6962,5k-10k,19573,4,Y,1,22,4,4,80,1,15,2,3,1,0,0,0.0
RM1341,36,36-45,0,3,1266,2,10,4,5,1,1880,2,0,63,2,2,7,3,1,5673,5k-10k,6060,1,Y,1,13,3,1,80,1,10,4,3,10,9,1,7.0
RM1348,36,36-45,0,2,1213,0,2,1,0,1,1890,2,1,94,2,2,1,4,2,3886,Upto 5k,4223,1,Y,0,21,4,4,80,0,10,2,2,10,1,0,8.0
RM1356,36,36-45,0,3,335,2,17,2,2,1,1908,3,1,33,2,2,7,2,1,5507,5k-10k,16822,2,Y,0,16,3,3,80,2,12,1,1,4,2,1,3.0
RM1384,36,36-45,0,0,1351,1,9,4,1,1,1949,1,1,66,4,1,2,2,1,2810,Upto 5k,9238,1,Y,0,22,4,2,80,0,5,3,3,5,4,0,2.0
RM1440,36,36-45,0,3,557,2,3,3,3,1,2024,1,0,94,2,3,7,4,1,7644,5k-10k,12695,0,Y,0,19,3,3,80,2,10,2,3,9,7,3,4.0
RM1441,36,36-45,0,2,688,1,4,2,1,1,2025,4,0,97,3,2,4,2,0,5131,5k-10k,9192,7,Y,0,13,3,2,80,3,18,3,3,4,2,0,2.0
RM1448,36,36-45,0,0,301,2,15,4,2,1,2036,4,1,88,1,2,7,4,0,5406,5k-10k,10436,1,Y,0,24,4,1,80,1,15,4,2,15,12,11,11.0
RM1454,36,36-45,0,3,1120,2,11,4,2,1,2045,2,0,100,2,2,7,4,1,6652,5k-10k,14369,4,Y,0,13,3,1,80,1,8,2,2,6,3,0,0.0
RM1466,36,36-45,0,2,884,1,23,2,3,1,2061,3,1,41,4,2,2,4,1,2571,Upto 5k,12290,4,Y,0,17,3,3,80,1,17,3,3,5,2,0,3.0
RM1466,36,36-45,0,2,884,1,23,2,3,1,2061,3,1,41,4,2,2,4,1,2571,Upto 5k,12290,4,Y,0,17,3,3,80,1,17,3,3,5,2,0,2.0
RM003,37,36-45,1,3,1373,1,2,2,4,1,4,4,1,92,2,1,2,3,2,2090,Upto 5k,2396,6,Y,1,15,3,2,80,0,7,3,3,0,0,0,0.0
RM048,37,36-45,0,3,408,1,19,2,1,1,61,2,1,73,3,1,6,2,1,3022,Upto 5k,10227,4,Y,0,21,4,1,80,0,8,1,3,1,0,0,0.0
RM060,37,36-45,0,3,1115,1,1,4,1,1,77,1,1,51,2,2,4,3,0,5993,5k-10k,2689,1,Y,0,18,3,3,80,1,7,2,4,7,5,0,7.0
RM079,37,36-45,0,3,397,1,7,4,3,1,102,1,1,30,3,3,5,3,2,13664,10k-15k,25258,4,Y,0,13,3,1,80,0,16,3,4,5,2,0,2.0
RM101,37,36-45,1,3,807,0,6,4,0,1,133,3,1,63,3,1,1,1,0,2073,Upto 5k,23648,4,Y,1,22,4,4,80,0,7,3,3,3,2,0,2.0
RM105,37,36-45,0,0,1040,1,2,2,1,1,139,3,1,100,2,2,0,4,0,5163,5k-10k,15850,5,Y,0,14,3,4,80,1,17,2,4,1,0,0,0.0
RM116,37,36-45,0,3,1189,2,3,3,1,1,152,3,1,87,3,3,7,4,2,7428,5k-10k,14506,2,Y,0,12,3,1,80,0,12,3,3,5,3,1,3.0
RM196,37,36-45,0,3,290,1,21,3,1,1,267,2,1,65,4,1,6,1,1,3564,Upto 5k,22977,1,Y,1,12,3,1,80,1,8,3,2,8,7,1,7.0
RM223,37,36-45,0,2,663,1,11,3,4,1,306,2,1,47,3,3,5,4,0,12185,10k-15k,10056,1,Y,1,14,3,3,80,3,10,1,3,10,8,0,7.0
RM227,37,36-45,0,2,319,2,4,4,2,1,311,1,1,41,3,1,8,4,0,2793,Upto 5k,2539,4,Y,0,17,3,3,80,1,13,2,3,9,8,5,8.0
RM249,37,36-45,0,3,1017,1,1,2,3,1,340,3,0,83,2,1,6,1,1,3920,Upto 5k,18697,2,Y,0,14,3,1,80,1,17,2,2,3,1,0,
RM251,37,36-45,1,2,504,1,10,3,3,1,342,1,1,61,3,3,4,3,0,10048,10k-15k,22573,6,Y,0,11,3,2,80,2,17,5,3,1,0,0,
RM274,37,36-45,0,3,228,2,6,4,3,1,378,3,1,98,3,2,7,4,1,6502,5k-10k,22825,4,Y,0,14,3,2,80,1,7,5,4,5,4,0,1.0
RM276,37,36-45,0,0,728,1,1,4,3,1,380,1,0,80,3,3,5,4,0,13603,10k-15k,11677,2,Y,1,18,3,1,80,2,15,2,3,5,2,0,2.0
RM286,37,36-45,0,3,1372,1,1,3,1,1,391,4,0,42,3,1,6,4,2,2115,Upto 5k,15881,1,Y,0,12,3,2,80,0,17,3,3,17,12,5,7.0
RM295,37,36-45,0,2,889,1,9,3,3,1,403,2,1,53,3,1,6,4,1,2326,Upto 5k,11411,1,Y,1,12,3,3,80,3,4,3,2,4,2,1,2.0
RM341,37,36-45,0,3,1192,1,5,2,3,1,460,4,1,61,3,2,4,4,0,6347,5k-10k,23177,7,Y,0,16,3,3,80,2,8,2,2,6,2,0,4.0
RM354,37,36-45,0,3,1319,1,6,3,3,1,474,3,1,51,4,2,6,1,0,5974,5k-10k,17001,4,Y,1,13,3,1,80,2,13,2,3,7,7,6,7.0
RM365,37,36-45,0,3,921,1,10,3,3,1,486,3,0,98,3,1,2,1,1,3452,Upto 5k,17663,6,Y,0,20,4,2,80,1,17,3,3,5,4,0,3.0
RM387,37,36-45,0,3,1107,1,14,3,1,1,515,4,0,95,3,1,2,1,0,3034,Upto 5k,26914,1,Y,0,12,3,3,80,1,18,2,2,18,7,12,17.0
RM390,37,36-45,0,3,1305,1,10,4,1,1,518,3,1,49,3,2,4,2,2,4197,Upto 5k,21123,2,Y,1,12,3,4,80,0,18,2,2,1,0,0,1.0
RM399,37,36-45,0,0,1063,1,25,5,3,1,529,2,0,72,3,2,6,3,1,4449,Upto 5k,23866,3,Y,1,15,3,1,80,2,15,2,3,13,11,10,7.0
RM465,37,36-45,0,3,799,1,1,3,5,1,623,2,0,59,3,3,4,4,2,7491,5k-10k,23848,4,Y,0,17,3,4,80,0,12,3,4,6,5,1,2.0
RM468,37,36-45,0,0,142,2,9,4,3,1,626,1,1,69,3,3,7,2,0,8834,5k-10k,24666,1,Y,0,13,3,4,80,1,9,6,3,9,5,7,7.0
RM473,37,36-45,0,3,446,1,1,4,1,1,635,2,0,65,3,2,4,2,1,6447,5k-10k,15701,6,Y,0,12,3,2,80,1,8,2,2,6,5,4,3.0
RM487,37,36-45,0,3,558,2,2,3,2,1,656,4,1,75,3,2,7,3,1,9602,5k-10k,3010,4,Y,1,11,3,3,80,1,17,3,2,3,0,1,0.0
RM507,37,36-45,0,3,482,1,3,3,4,1,689,3,1,36,3,3,4,3,1,9434,5k-10k,9606,1,Y,0,15,3,3,80,1,10,2,3,10,7,7,8.0
RM523,37,36-45,0,3,1225,1,10,2,1,1,715,4,1,80,4,1,6,4,2,4680,Upto 5k,15232,3,Y,0,17,3,1,80,0,4,2,3,1,0,0,0.0
RM578,37,36-45,0,3,571,1,10,1,1,1,802,4,0,82,3,1,6,1,0,2782,Upto 5k,19905,0,Y,1,13,3,2,80,2,6,3,2,5,3,4,3.0
RM629,37,36-45,0,3,342,2,16,4,2,1,868,4,1,66,2,2,7,3,0,6334,5k-10k,24558,4,Y,0,19,3,4,80,2,9,2,3,1,0,0,0.0
RM649,37,36-45,0,2,1231,2,21,2,3,1,900,3,0,54,3,1,8,4,1,2973,Upto 5k,21222,5,Y,0,15,3,2,80,1,10,3,3,5,4,0,0.0
RM653,37,36-45,0,0,1252,2,19,2,3,1,904,1,1,32,3,3,7,2,2,7642,5k-10k,4814,1,Y,1,13,3,4,80,0,10,2,3,10,0,0,9.0
RM696,37,36-45,1,3,625,2,1,4,1,1,970,1,1,46,2,3,7,3,1,10609,10k-15k,14922,5,Y,0,11,3,3,80,0,17,2,1,14,1,11,7.0
RM745,37,36-45,1,3,1141,1,11,2,3,1,1033,1,0,61,1,2,0,2,1,4777,Upto 5k,14382,5,Y,0,15,3,1,80,0,15,2,1,1,0,0,0.0
RM768,37,36-45,0,3,124,1,3,3,4,1,1062,4,0,35,3,2,0,2,2,4107,Upto 5k,13848,3,Y,0,15,3,1,80,0,8,3,2,4,3,0,1.0
RM796,37,36-45,0,3,309,2,10,4,1,1,1105,4,0,88,2,2,7,4,0,6694,5k-10k,24223,2,Y,1,14,3,3,80,3,8,5,3,1,0,0,0.0
RM833,37,36-45,0,3,367,1,25,2,3,1,1161,3,0,52,2,2,0,4,0,5731,5k-10k,17171,7,Y,0,13,3,3,80,2,9,2,3,6,2,1,3.0
RM856,37,36-45,0,3,977,1,1,3,1,1,1196,4,0,56,2,2,4,4,1,6474,5k-10k,9961,1,Y,0,13,3,2,80,1,14,2,2,14,8,3,11.0
RM990,37,36-45,0,3,1439,1,4,1,1,1,1394,3,1,54,3,1,6,3,1,2996,Upto 5k,5182,7,Y,1,15,3,4,80,0,8,2,3,6,4,1,3.0
RM1002,37,36-45,0,3,1462,1,11,3,3,1,1411,1,0,94,3,1,2,3,2,3629,Upto 5k,19106,4,Y,0,18,3,1,80,0,8,6,3,3,2,0,2.0
RM1023,37,36-45,0,0,1413,1,5,2,5,1,1440,3,1,84,4,1,2,3,2,3500,Upto 5k,25470,0,Y,0,14,3,1,80,0,7,2,1,6,5,1,3.0
RM1090,37,36-45,0,3,674,1,13,3,3,1,1543,1,1,47,3,2,6,4,1,4285,Upto 5k,3031,1,Y,0,17,3,1,80,0,10,2,3,10,8,3,7.0
RM1159,37,36-45,0,3,671,1,19,3,1,1,1631,3,1,85,3,2,4,3,1,5768,5k-10k,26493,3,Y,0,17,3,1,80,3,9,2,2,4,3,0,2.0
RM1164,37,36-45,0,3,1470,1,10,3,3,1,1640,2,0,71,3,1,6,2,1,3936,Upto 5k,9953,1,Y,0,11,3,1,80,1,8,2,1,8,4,7,7.0
RM1212,37,36-45,0,2,1278,2,1,4,3,1,1700,3,1,31,1,2,7,4,0,9525,5k-10k,7677,1,Y,0,14,3,3,80,2,6,2,2,6,3,1,3.0
RM1277,37,36-45,0,3,589,2,9,2,2,1,1787,2,1,46,2,2,7,2,1,4189,Upto 5k,8800,1,Y,0,14,3,1,80,2,5,2,3,5,2,0,3.0
RM1281,37,36-45,0,3,1239,0,8,2,4,1,1794,3,1,89,3,2,1,2,0,4071,Upto 5k,12832,2,Y,0,13,3,3,80,0,19,4,2,10,0,4,7.0
RM1292,37,36-45,1,3,370,1,10,4,3,1,1809,4,1,58,3,2,4,1,2,4213,Upto 5k,4992,1,Y,0,15,3,2,80,0,10,4,1,10,3,0,8.0
RM1345,37,36-45,0,3,783,1,7,4,3,1,1885,4,1,78,3,2,6,1,1,4284,Upto 5k,13588,5,Y,1,22,4,3,80,1,16,2,3,5,3,0,4.0
RM1433,37,36-45,0,3,161,1,10,3,1,1,2017,3,0,42,4,3,5,4,1,13744,10k-15k,15471,1,Y,1,25,4,1,80,1,16,2,3,16,11,6,8.0
RM009,38,36-45,0,2,216,1,23,3,1,1,12,4,1,44,2,3,4,3,2,9526,5k-10k,8787,0,Y,0,21,4,2,80,0,10,2,3,9,7,1,
RM020,38,36-45,0,3,371,1,2,3,1,1,24,4,1,45,3,1,6,4,2,3944,Upto 5k,4306,5,Y,1,11,3,3,80,0,6,3,3,3,2,1,2.0
RM062,38,36-45,0,2,653,1,29,5,1,1,79,4,0,50,3,2,2,4,2,2406,Upto 5k,5456,1,Y,0,11,3,4,80,0,10,2,3,10,3,9,9.0
RM084,38,36-45,0,0,573,1,6,3,3,1,107,2,0,79,1,2,6,4,0,5329,5k-10k,15717,7,Y,1,12,3,4,80,3,17,3,3,13,11,1,9.0
RM143,38,36-45,0,3,364,1,3,5,5,1,193,4,0,32,3,2,6,3,2,4317,Upto 5k,2302,3,Y,1,20,4,2,80,0,19,2,3,3,2,2,
RM169,38,36-45,0,3,702,2,1,4,1,1,230,1,0,59,2,2,7,4,2,8686,5k-10k,12930,4,Y,0,22,4,3,80,0,12,2,4,8,3,0,7.0
RM180,38,36-45,0,3,1380,1,9,2,1,1,245,3,0,75,3,1,2,4,2,2288,Upto 5k,6319,1,Y,0,12,3,3,80,0,2,3,3,2,2,2,1.0
RM199,38,36-45,0,3,1261,1,2,4,1,1,271,4,1,88,3,2,4,3,1,6553,5k-10k,7259,9,Y,0,14,3,2,80,0,14,3,3,1,0,0,0.0
RM200,38,36-45,0,3,1084,1,29,3,5,1,273,4,1,54,3,2,4,4,1,6261,5k-10k,4185,3,Y,0,18,3,1,80,1,9,3,1,7,7,1,7.0
RM205,38,36-45,1,3,1180,1,29,1,3,1,282,2,1,70,3,2,0,1,1,6673,5k-10k,11354,7,Y,1,19,3,2,80,0,17,2,3,1,0,0,0.0
RM224,38,36-45,0,3,119,2,3,3,1,1,307,1,1,76,3,3,7,3,0,10609,10k-15k,9647,0,Y,0,12,3,3,80,2,17,6,2,16,10,5,13.0
RM262,38,36-45,0,0,1327,2,2,2,1,1,361,4,1,39,2,2,7,4,1,5249,5k-10k,19682,3,Y,0,18,3,4,80,1,13,0,3,8,7,7,5.0
RM278,38,36-45,0,3,322,2,7,2,3,1,382,1,0,44,4,2,7,1,0,5605,5k-10k,19191,1,Y,1,24,4,3,80,1,8,3,3,8,0,7,7.0
RM288,38,36-45,0,3,688,1,23,4,1,1,393,4,1,82,3,2,0,4,0,5745,5k-10k,18899,9,Y,0,14,3,2,80,1,10,2,3,2,2,1,2.0
RM308,38,36-45,0,3,849,1,25,2,1,1,421,1,0,81,2,3,5,2,1,12061,10k-15k,26707,3,Y,0,17,3,3,80,1,19,2,3,10,8,0,1.0
RM342,38,36-45,0,3,343,1,15,2,1,1,461,3,1,92,2,3,5,4,0,11510,10k-15k,15682,0,Y,1,14,3,2,80,1,12,3,3,11,10,2,9.0
RM417,38,36-45,0,2,1490,1,2,2,1,1,556,4,1,42,3,1,2,4,1,1702,Upto 5k,12106,1,Y,1,23,4,3,80,1,1,3,3,1,0,0,0.0
RM472,38,36-45,0,3,1495,1,10,3,3,1,634,3,0,76,3,2,0,3,1,9824,5k-10k,22174,3,Y,0,19,3,3,80,1,18,4,3,1,0,0,0.0
RM491,38,36-45,0,3,362,1,1,1,1,1,662,3,0,43,3,1,6,1,2,2619,Upto 5k,14561,3,Y,0,17,3,4,80,0,8,3,2,0,0,0,0.0
RM519,38,36-45,0,3,243,2,7,4,2,1,709,4,0,46,2,2,7,4,2,4028,Upto 5k,7791,0,Y,0,20,4,1,80,0,8,2,3,7,7,0,5.0
RM530,38,36-45,0,3,827,1,1,4,1,1,724,2,0,33,4,2,0,4,2,7625,5k-10k,19383,0,Y,0,13,3,3,80,0,10,4,2,9,7,1,8.0
RM543,38,36-45,0,3,168,1,1,3,1,1,743,3,0,81,3,3,4,3,2,7861,5k-10k,15397,4,Y,1,14,3,4,80,0,10,4,4,1,0,0,0.0
RM560,38,36-45,0,3,268,1,2,5,3,1,773,4,1,92,3,1,6,3,1,3057,Upto 5k,20471,6,Y,1,13,3,2,80,1,6,0,1,1,0,0,1.0
RM579,38,36-45,0,2,240,1,2,4,1,1,803,1,0,75,4,2,4,1,2,5980,5k-10k,26085,6,Y,1,12,3,4,80,0,17,2,3,15,7,4,12.0
RM606,38,36-45,0,2,471,1,12,3,1,1,837,1,1,45,2,2,0,1,0,6288,5k-10k,4284,2,Y,0,15,3,3,80,1,13,3,2,4,3,1,2.0
RM643,38,36-45,0,3,395,2,9,3,2,1,893,2,1,98,2,1,8,2,1,2899,Upto 5k,12102,0,Y,0,19,3,4,80,1,3,3,3,2,2,1,2.0
RM682,38,36-45,0,3,1333,1,1,3,5,1,950,4,0,80,3,3,5,1,1,13582,10k-15k,16292,1,Y,0,13,3,2,80,1,15,3,3,15,12,5,11.0
RM704,38,36-45,0,0,152,2,10,3,5,1,983,3,0,85,3,2,7,4,2,5666,5k-10k,19899,1,Y,1,13,3,2,80,0,6,1,3,5,3,1,3.0
RM723,38,36-45,0,2,1391,1,10,1,3,1,1006,3,1,66,3,1,6,3,1,2684,Upto 5k,12127,0,Y,0,17,3,2,80,1,3,0,2,2,1,0,2.0
RM748,38,36-45,0,3,1035,2,3,4,1,1,1036,2,1,42,3,2,7,4,2,6861,5k-10k,4981,8,Y,1,12,3,3,80,0,19,1,3,1,0,0,0.0
RM766,38,36-45,0,2,1186,1,3,4,4,1,1060,3,1,44,3,1,6,3,1,2821,Upto 5k,2997,3,Y,0,16,3,1,80,1,8,2,3,2,2,2,2.0
RM785,38,36-45,0,3,330,1,17,1,1,1,1088,3,0,65,2,3,0,3,1,8823,5k-10k,24608,0,Y,0,18,3,1,80,1,20,4,2,19,9,1,9.0
RM808,38,36-45,0,3,770,2,10,4,2,1,1119,3,1,73,2,3,7,3,0,8740,5k-10k,5569,0,Y,1,14,3,2,80,2,9,2,3,8,7,2,7.0
RM812,38,36-45,0,3,130,2,2,2,2,1,1125,4,1,32,3,3,7,2,2,7351,5k-10k,20619,7,Y,0,16,3,3,80,0,10,2,3,1,0,0,0.0
RM827,38,36-45,0,3,433,0,1,3,0,1,1152,3,1,37,4,1,1,3,1,2844,Upto 5k,6004,1,Y,0,13,3,4,80,1,7,2,4,7,6,5,0.0
RM964,38,36-45,0,3,1009,2,2,2,1,1,1355,2,0,31,3,2,7,1,0,6893,5k-10k,19461,3,Y,0,15,3,4,80,1,11,3,3,7,7,1,7.0
RM983,38,36-45,0,2,693,1,7,3,1,1,1382,4,1,57,4,1,6,3,0,2610,Upto 5k,15748,1,Y,0,11,3,4,80,3,4,2,3,4,2,0,3.0
RM1108,38,36-45,0,2,888,0,10,4,0,1,1563,3,1,71,3,2,1,3,1,6077,5k-10k,14814,3,Y,0,11,3,3,80,0,10,2,3,6,3,1,2.0
RM1113,38,36-45,1,3,903,1,2,3,3,1,1573,3,1,81,3,2,4,2,1,4855,Upto 5k,7653,4,Y,0,11,3,1,80,2,7,2,3,5,2,1,4.0
RM1120,38,36-45,0,3,1245,2,14,3,1,1,1582,3,1,80,3,2,7,2,1,9924,5k-10k,12355,0,Y,0,11,3,4,80,1,10,3,3,9,8,7,7.0
RM1121,38,36-45,0,3,437,2,16,3,1,1,1583,2,0,90,3,2,7,2,2,4198,Upto 5k,16379,2,Y,0,12,3,2,80,0,8,5,4,3,2,1,2.0
RM1162,38,36-45,0,3,397,1,2,2,3,1,1638,4,0,54,2,3,4,3,1,7756,5k-10k,14199,3,Y,1,19,3,4,80,1,10,6,4,5,4,0,2.0
RM1188,38,36-45,0,2,1189,1,1,3,1,1,1668,4,1,90,3,2,6,4,1,4735,Upto 5k,9867,7,Y,0,15,3,4,80,2,19,4,4,13,11,2,9.0
RM1194,38,36-45,0,2,148,1,2,3,3,1,1675,4,0,42,2,1,2,2,2,2440,Upto 5k,23826,1,Y,0,22,4,2,80,0,4,3,3,4,3,3,3.0
RM1203,38,36-45,0,3,1495,1,4,2,3,1,1687,4,0,87,3,1,2,3,1,3306,Upto 5k,26176,7,Y,0,19,3,4,80,1,7,5,2,0,0,0,0.0
RM1257,38,36-45,0,2,594,1,2,2,3,1,1760,3,0,75,2,1,2,2,1,2468,Upto 5k,15963,4,Y,0,14,3,2,80,1,9,4,2,6,1,0,5.0
RM1262,38,36-45,0,3,833,1,18,3,3,1,1766,2,1,60,1,2,0,4,1,5811,5k-10k,24539,3,Y,1,16,3,3,80,1,15,2,3,1,0,1,0.0
